origin_lat,origin_lon,dest_lat,dest_lon,cargo_weight_kg,hour_of_day,day_of_week,num_stops,traffic_index,distance_km,eta_minutes
9.73071431561376,-1.2503562970121802,8.067427020098005,-2.6847662174900124,1038.4083110899298,12,4,1,1.1227734317759388,242.9721121705944,285.5683047519793
7.55270985838834,-2.7651390469339647,6.998620489773275,0.2961978991058305,313.86329269252104,13,0,1,1.2367057126602643,343.23730052881876,453.7288185774127
10.280886479423986,-0.7387195796755064,5.187862897522131,1.1468366618354988,263.53657128534826,6,4,1,1.147504591559412,603.199278700541,707.871453562371
9.232892188885865,-2.5960702738498562,11.14131790923334,-1.6782470672180156,296.2175953071161,7,4,7,1.3261503981044958,234.77813047195966,550.2634735960675
5.312152761269722,-3.0256874974596477,5.836029223712815,0.594073264079686,551.4159587304214,20,5,7,1.1362656704356466,404.8069566887775,667.639622946655
11.041545285638913,-1.0559947495701256,6.359505087344285,0.13145461842388073,329.46713551012414,14,5,2,1.1248691216227236,536.7208680853864,630.1955338281666
9.647408062937295,-0.35081947479017384,6.233452456215016,0.8021338264143667,64.63004722952242,3,0,7,1.7495431090101365,400.28037901938666,922.6042907075428
9.8094179843002,0.5436628788287687,10.60161914345707,-1.3903238553858177,566.8383810693381,13,2,4,1.9188508412039995,229.24487680386397,596.9707294667608
5.532738612391048,0.2227599927943662,9.663974552702946,-2.8441432282927908,112.81654722549574,14,3,3,1.0155591125062062,570.2933380844098,668.5053923918524
7.627508596321186,0.5575823074044672,7.672643696355688,-2.767397071357821,645.0786697075157,19,3,6,1.082964190903701,366.4636106649431,642.0577906438396
7.110187157511778,0.12030946869400738,10.910249720687084,0.13439289206118943,266.8539471021207,20,3,1,1.5052783833735037,422.5505075455911,637.6366070532921
10.72397242751591,-0.13542271392237293,5.043091975111872,0.5849932777426559,1493.0132599654899,15,4,1,2.369684414499766,636.6450612868389,1502.8734004173846
8.885123280524319,-3.2543809388668516,10.508857477940738,-1.2434246657832704,523.0952217519642,0,4,2,1.5075759170437766,284.91578991884586,487.5534456808922
10.047950486260394,-0.4825395968585524,5.092777681973034,-3.031930998432843,1302.2159867570408,11,1,5,1.2841101272557767,618.4689132243315,1000.35295666877
7.582192292377652,-2.75783188137397,7.2423495235746636,-2.999822818380946,70.17983579471495,4,4,6,1.1054682763803245,46.26002044896242,215.8831393482917
6.17705169160105,-3.035997904503565,5.051031709447183,-0.606298424719093,146.6665151676717,0,4,4,1.3567694935210908,296.5938302385229,565.7206316510886
8.304801115602926,-2.5961453155245504,11.193298446424954,0.8338095759673658,355.19989557361333,22,1,4,1.462648464754941,494.38544922942776,819.6625588413143
5.11481216467714,0.4048147264878761,10.643531766253911,-1.5018741883233755,835.8320827187152,4,4,5,1.3469891301854884,649.6196730846456,959.8100675106786
10.079602617951782,0.04732226895009628,8.501193209100503,-0.37221083160379864,488.7195897123027,5,3,1,1.602712009055863,181.4483626197257,318.8158531759862
8.80581859429342,0.9694758234234557,6.115989730988596,-0.8609650396945279,477.02454338073545,8,5,5,1.3765016884202166,360.80242561846825,718.0701162440272
9.62757031055493,1.1053931639268475,6.49905521378355,0.703910300034277,506.44309212299055,11,2,6,1.785556181089289,350.6711827027265,773.332726203751
7.004418792844144,0.7197779386829195,7.622031879371281,0.445744252390059,765.2370623848493,14,6,3,2.0694657091172592,75.03168251386646,216.68490739437615
11.009537158566872,-2.7018327706035037,6.798071186200247,-2.402931479237683,91.03882658691187,7,3,5,1.0242370229924997,469.44287267542506,811.4824483469454
10.505287288594285,0.6527223341624118,4.838540385327115,-0.2510560564812665,48.40093451012194,19,6,3,1.1018000668174293,637.929357308215,987.6955575365821
9.759492730979453,0.4738671065489042,8.965664052761374,0.513764336142922,722.411801805471,3,0,7,1.3892869881147294,88.37818694988194,396.02426847750814
5.965151601037789,0.6198863693686381,8.687281376606458,0.8861222181564257,94.88666952457912,23,0,2,1.00269764925078,304.10756721152563,363.39888029766087
7.733686524225722,-2.6174147229757887,10.578019570922464,-0.6453278676365009,120.89542872336101,20,1,1,1.120164733023606,383.2603496061396,455.86500569525737
4.984724477616987,-2.774436775020071,7.799551260685428,-2.5083994417776747,871.7357406475736,14,5,7,1.093003471376553,314.3717516049263,510.03869895220413
5.702881698439061,0.8571399581283679,6.940608251689521,-0.7879556216199948,367.77754924707807,1,3,4,1.0226959975411005,228.02778370134916,291.31762034996046
9.139818196075954,-2.5177800788947295,8.024861688965485,-0.3038144475374218,991.6900273153673,17,4,3,1.5188776371600585,273.17401627293196,668.0704728623664
9.54095401340081,-1.6412022103082944,5.965517440822958,-2.0737992231596962,398.0914271745899,16,0,6,1.1493196284857854,400.4162807721265,533.949047205356
10.988813260822365,-1.2480681772767288,8.76601228686111,1.0785066695656038,345.8176798408047,14,2,2,1.0510000680592249,355.0196791155411,411.65059625740196
6.817864827897988,-2.74000862476696,9.705213738136049,-2.268031869113667,76.44527057384812,6,2,3,1.582935054000893,325.2313267110811,571.7626966853242
7.107988089226648,-3.2071457038535365,5.697501136941999,0.8010863477896724,61.40919682241099,10,6,1,1.048053787851663,469.85206259269495,544.2925719376894
7.752112773292751,1.173407113952023,6.769490914629639,-1.3866865911391077,854.4007485652328,9,0,4,1.3243080680527015,302.784245015744,691.9218391974948
5.931563834047857,0.6449576017573251,10.34070636588159,-3.297506258251932,109.1619700575594,14,6,6,1.0410072277712175,654.6741474727386,841.163350760359
5.544489784680565,0.8055206820778684,7.985956366119842,-0.8551991699250965,245.42246857256492,7,2,7,1.0141925166566796,327.60155857045726,693.1987609614519
